zinc_ids,polymer,reactants
ZINC000008768144,*=CC(CS(=O)(=O)C=*)N(c1ccc(OCC)cc1)S(=O)(=O)c1ccc(Cl)cc1,CCOc1ccc(N(C2C=CS(=O)(=O)C2)S(=O)(=O)c2ccc(Cl)cc2)cc1
ZINC000009183862,*=CC(CS(=O)(=O)C=*)NC(=O)Cc1c(C)c2cc3c(-c4ccccc4)coc3cc2oc1=O,Cc1c(CC(=O)NC2C=CS(=O)(=O)C2)c(=O)oc2cc3occ(-c4ccccc4)c3cc12
ZINC000009201440,*=CC1CC(C=*)C2C(=O)N(c3ccc(C(=O)OCC(=O)c4ccc(OC)cc4)cc3)C(=O)C12,COc1ccc(C(=O)COC(=O)c2ccc(N3C(=O)C4C5C=CC(C5)C4C3=O)cc2)cc1
ZINC000009305924,*=CC(CS(=O)(=O)C=*)NC(=O)CCc1c(C)c2cc3c4c(oc3cc2oc1=O)CCCC4,Cc1c(CCC(=O)NC2C=CS(=O)(=O)C2)c(=O)oc2cc3oc4c(c3cc12)CCCC4
ZINC000009341594,*=CC(CS(=O)(=O)C=*)NC(=O)Cc1c(C)c2c(cc(C)c3c(C(C)(C)C)coc32)oc1=O,Cc1cc2oc(=O)c(CC(=O)NC3C=CS(=O)(=O)C3)c(C)c2c2occ(C(C)(C)C)c12
ZINC000009415852,*=CC(CS(=O)(=O)C=*)N(C(=O)c1cc2ccccc2oc1=O)c1ccc(OCC)cc1,CCOc1ccc(N(C(=O)c2cc3ccccc3oc2=O)C2C=CS(=O)(=O)C2)cc1
ZINC000009415908,*=CC(CS(=O)(=O)C=*)N(C(=O)c1cc(OC)c(OC)c(OC)c1)c1ccc(C)c(C)c1,COc1cc(C(=O)N(c2ccc(C)c(C)c2)C2C=CS(=O)(=O)C2)cc(OC)c1OC
ZINC000009416183,*=CC(CS(=O)(=O)C=*)N(C(=O)c1cc(OC)c(OC)c(OC)c1)c1ccccc1CC,CCc1ccccc1N(C(=O)c1cc(OC)c(OC)c(OC)c1)C1C=CS(=O)(=O)C1
ZINC000009416220,*=CC(CS(=O)(=O)C=*)N(C(=O)c1ccc2c(c1)OCO2)c1ccc(Br)cc1,O=C(c1ccc2c(c1)OCO2)N(c1ccc(Br)cc1)C1C=CS(=O)(=O)C1
ZINC000009547971,*=CC(CS(=O)(=O)C=*)NC(=O)Cc1c(C)c2cc3c4c(oc3c(C)c2oc1=O)CCCC4,Cc1c(CC(=O)NC2C=CS(=O)(=O)C2)c(=O)oc2c(C)c3oc4c(c3cc12)CCCC4
ZINC000009634240,*=CC(CS(=O)(=O)C=*)N(c1ccc(Br)cc1)S(=O)(=O)c1ccc(F)cc1,O=S1(=O)C=CC(N(c2ccc(Br)cc2)S(=O)(=O)c2ccc(F)cc2)C1
ZINC000009833735,*=CC(CS(=O)(=O)C=*)N(C(=O)c1cc(OC)c(OC)c(OC)c1)c1ccc(Cl)cc1,COc1cc(C(=O)N(c2ccc(Cl)cc2)C2C=CS(=O)(=O)C2)cc(OC)c1OC
ZINC000011999201,*=CC1CC(C=*)C(CNC(=O)c2c(CCc3ccccc3)n(CCN(C)C)c(C)cc2=O)C1,Cc1cc(=O)c(C(=O)NCC2CC3C=CC2C3)c(CCc2ccccc2)n1CCN(C)C
ZINC000012190457,*=Cc1ccccc1C1(C=*)CCN(C(=O)Cn2cc(NC(=O)COc3ccccc3)cn2)CC1,O=C(COc1ccccc1)Nc1cnn(CC(=O)N2CCC3(C=Cc4ccccc43)CC2)c1
ZINC000012300633,*=Cc1ccccc1C1(C=*)CCN(Cc2cnc(S(C)(=O)=O)n2CC2CCCO2)CC1,CS(=O)(=O)c1ncc(CN2CCC3(C=Cc4ccccc43)CC2)n1CC1CCCO1
ZINC000012373097,*=CC1CC(C=*)C(CCNC(=O)c2ccc(OC3CCN(C(=O)CCOC)CC3)cc2)C1,COCCC(=O)N1CCC(Oc2ccc(C(=O)NCCC3CC4C=CC3C4)cc2)CC1
ZINC000012442789,*=Cc1ccccc1C1(C=*)CCN(C(=O)CCCn2nnnc2CN2CCC(C)CC2)CC1,CC1CCN(Cc2nnnn2CCCC(=O)N2CCC3(C=Cc4ccccc43)CC2)CC1
ZINC000012713948,*=Cc1ccccc1C1(C=*)CCN(C(=O)c2cn(CC3COc4ccccc4O3)nn2)CC1,O=C(c1cn(CC2COc3ccccc3O2)nn1)N1CCC2(C=Cc3ccccc32)CC1
ZINC000013630021,*=CC1OC2(C=*)CN(c3ccc(NC(C)=O)cc3)C(=O)C2C1C(=O)Nc1cccc(Cl)c1,CC(=O)Nc1ccc(N2CC34C=CC(O3)C(C(=O)Nc3cccc(Cl)c3)C4C2=O)cc1
ZINC000014974183,*=CC1CC(C=*)C(CNCc2c(C(=O)OCC)cnn2-c2cc(=O)n(C)c3ccccc23)C1,CCOC(=O)c1cnn(-c2cc(=O)n(C)c3ccccc23)c1CNCC1CC2C=CC1C2
ZINC000015894203,*=CC1OC2(C=*)CN(c3ccc(Cl)cc3)C(=O)C2C1C(=O)NCCc1c[nH]c2ccccc12,O=C(NCCc1c[nH]c2ccccc12)C1C2C=CC3(CN(c4ccc(Cl)cc4)C(=O)C13)O2
ZINC000015894215,*=CC1OC2(C=*)CN(CCc3c[nH]c4ccccc34)C(=O)C2C1C(=O)Nc1cccc(F)c1,O=C(Nc1cccc(F)c1)C1C2C=CC3(CN(CCc4c[nH]c5ccccc45)C(=O)C13)O2
ZINC000015894223,*=CC1OC2(C=*)CN(CCc3c[nH]c4ccccc34)C(=O)C2C1C(=O)Nc1ccccc1F,O=C(Nc1ccccc1F)C1C2C=CC3(CN(CCc4c[nH]c5ccccc45)C(=O)C13)O2
ZINC000016448090,*=CC(CS(=O)(=O)C=*)N(c1ccc(C)cc1)S(=O)(=O)c1ccc(Br)cc1,Cc1ccc(N(C2C=CS(=O)(=O)C2)S(=O)(=O)c2ccc(Br)cc2)cc1
ZINC000017010547,*=CC(CS(=O)(=O)C=*)N(C(=O)c1cc(OC)c(OC)c(OC)c1)c1cc(C)cc(C)c1,COc1cc(C(=O)N(c2cc(C)cc(C)c2)C2C=CS(=O)(=O)C2)cc(OC)c1OC
ZINC000017307661,*=CC(CS(=O)(=O)C=*)N(C(=O)c1cc(OC)c(OC)c(OC)c1)c1ccc(OCC)cc1,CCOc1ccc(N(C(=O)c2cc(OC)c(OC)c(OC)c2)C2C=CS(=O)(=O)C2)cc1
ZINC000019838397,*=Cc1ccccc1C1(C=*)CCN(C(=O)CC2(c3cccc(OC)c3)CC(=O)N(C)C2=O)CC1,COc1cccc(C2(CC(=O)N3CCC4(C=Cc5ccccc54)CC3)CC(=O)N(C)C2=O)c1
ZINC000020911956,*=CC1CC(C=*)C(C(=O)N2CCC3(CC2)CC3C(=O)N2CCN(Cc3ccccc3)CC2)C1,O=C(C1CC2C=CC1C2)N1CCC2(CC1)CC2C(=O)N1CCN(Cc2ccccc2)CC1
ZINC000095473604,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)Nc1nc(-c2cccnc2)cs1,COc1cc2c(cc1OC)CC(=O)N(CC(=O)Nc1nc(-c3cccnc3)cs1)C=C2
ZINC000095479073,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)Nc1ccc(Br)cc1,COc1cc2c(cc1OC)CC(=O)N(CC(=O)Nc1ccc(Br)cc1)C=C2
ZINC000095479092,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)Nc1cccc(Br)c1,COc1cc2c(cc1OC)CC(=O)N(CC(=O)Nc1cccc(Br)c1)C=C2
ZINC000096115432,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)Nc1ccc(C(=O)OCCC)cc1,CCCOC(=O)c1ccc(NC(=O)CN2C=Cc3cc(OC)c(OC)cc3CC2=O)cc1
ZINC000096115497,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)Nc1ccc(C(=O)OC(C)C)cc1,COc1cc2c(cc1OC)CC(=O)N(CC(=O)Nc1ccc(C(=O)OC(C)C)cc1)C=C2
ZINC000096116558,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)N1CCN(c2ccc(C)cc2C)CC1,COc1cc2c(cc1OC)CC(=O)N(CC(=O)N1CCN(c3ccc(C)cc3C)CC1)C=C2
ZINC000096221406,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)N1CCc2c([nH]c3ccccc23)C1,COc1cc2c(cc1OC)CC(=O)N(CC(=O)N1CCc3c([nH]c4ccccc34)C1)C=C2
ZINC000096223696,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)NCc1nc2ccccc2n1C(C)C,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCc1nc3ccccc3n1C(C)C)C=C2
ZINC000100603531,*=CC1CC(C=*)C2C(=O)N(C(Cc3ccccc3)C(=O)OCC(=O)c3ccc(C)cc3)C(=O)C12,Cc1ccc(C(=O)COC(=O)C(Cc2ccccc2)N2C(=O)C3C4C=CC(C4)C3C2=O)cc1
ZINC000100619282,*=CC1CC(C=*)C2C(=O)N(C3CCC(C(=O)OC(C)C(=O)c4ccc(C)cc4)CC3)C(=O)C12,Cc1ccc(C(=O)C(C)OC(=O)C2CCC(N3C(=O)C4C5C=CC(C5)C4C3=O)CC2)cc1
ZINC000100637129,*=CC1CC(C=*)C2C(=O)N(C(Cc3ccccc3)C(=O)Nc3cc(OC)ccc3OC)C(=O)C12,COc1ccc(OC)c(NC(=O)C(Cc2ccccc2)N2C(=O)C3C4C=CC(C4)C3C2=O)c1
ZINC000100833632,*=CC1OC2(C=*)CN(c3ccccc3Br)C(=O)C2C1C(=O)OCc1ccccc1,O=C(OCc1ccccc1)C1C2C=CC3(CN(c4ccccc4Br)C(=O)C13)O2
ZINC000101020744,*=CC1CC(C=*)C2C(=O)N(c3cc(C(=O)OCC(=O)c4cccc(OC)c4)ccc3C)C(=O)C12,COc1cccc(C(=O)COC(=O)c2ccc(C)c(N3C(=O)C4C5C=CC(C5)C4C3=O)c2)c1
ZINC000101192530,*=CC1CC(C=*)C2C(=O)N(N(CC(=O)c3cccs3)C(=O)c3ccc(Cl)cc3)C(=O)C12,O=C(CN(C(=O)c1ccc(Cl)cc1)N1C(=O)C2C3C=CC(C3)C2C1=O)c1cccs1
ZINC000101227173,*=CC1CC(C=*)C2C(=O)N(c3cc(C(=O)OCC(=O)c4ccc(F)cc4)ccc3C)C(=O)C12,Cc1ccc(C(=O)OCC(=O)c2ccc(F)cc2)cc1N1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000101255463,*=CC1CC(C=*)C2C(=O)N(CN(C(=O)C(F)(F)F)c3cccc(C(F)(F)F)c3)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1CN(C(=O)C(F)(F)F)c1cccc(C(F)(F)F)c1
ZINC000101301073,*=CC1CC(C=*)C2C(=O)N(N(CC(=O)c3cccs3)C(=O)c3ccccc3Cl)C(=O)C12,O=C(CN(C(=O)c1ccccc1Cl)N1C(=O)C2C3C=CC(C3)C2C1=O)c1cccs1
ZINC000101356898,*=CC1CC(C=*)C2C(=O)N(c3ccc(O)c(C(=O)OC(C)C(=O)c4ccc(C)cc4)c3)C(=O)C12,Cc1ccc(C(=O)C(C)OC(=O)c2cc(N3C(=O)C4C5C=CC(C5)C4C3=O)ccc2O)cc1
ZINC000101421104,*=CC1CC(C=*)C2C(=O)N(C(Cc3ccccc3)C(=O)Nc3nnc(C(C)C)s3)C(=O)C12,CC(C)c1nnc(NC(=O)C(Cc2ccccc2)N2C(=O)C3C4C=CC(C4)C3C2=O)s1
ZINC000101829271,*=CC1CC(CNC(=O)c2coc(CN3CCN(Cc4ccccc4)CC3)n2)C(C=*)C12CC2,O=C(NCC1CC2C=CC1C21CC1)c1coc(CN2CCN(Cc3ccccc3)CC2)n1
ZINC000102080973,*=CC1CC(C=*)C2C(=O)N(c3cccc(C(=O)OCC(=O)c4cccc(OC)c4)c3)C(=O)C12,COc1cccc(C(=O)COC(=O)c2cccc(N3C(=O)C4C5C=CC(C5)C4C3=O)c2)c1
ZINC000102080983,*=CC1CC(C=*)C2C(=O)N(c3ccc(C(=O)OCC(=O)c4cccc(OC)c4)cc3)C(=O)C12,COc1cccc(C(=O)COC(=O)c2ccc(N3C(=O)C4C5C=CC(C5)C4C3=O)cc2)c1
ZINC000102087319,*=CC1CC(C=*)C2C(=O)N(C(Cc3ccccc3)C(=O)Nc3ccc(C(C)=O)cc3)C(=O)C12,CC(=O)c1ccc(NC(=O)C(Cc2ccccc2)N2C(=O)C3C4C=CC(C4)C3C2=O)cc1
ZINC000102204657,*=CC1CC(C=*)C(C(=O)Nc2cc(C(=O)OC(C)C)cc(C(=O)OC(C)C)c2)C1C(=O)O,CC(C)OC(=O)c1cc(NC(=O)C2C3C=CC(C3)C2C(=O)O)cc(C(=O)OC(C)C)c1
ZINC000102234672,*=CC1CC(C=*)C(C(=O)Nc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)C1C(=O)O,Cc1ccc(S(=O)(=O)Nc2ccc(NC(=O)C3C4C=CC(C4)C3C(=O)O)cc2)cc1
ZINC000102252901,*=CC1CC(CNC(=O)Cn2cc(NC(=O)CCc3ccccc3OC)cn2)C(C=*)C12CC2,COc1ccccc1CCC(=O)Nc1cnn(CC(=O)NCC2CC3C=CC2C32CC2)c1
ZINC000102341941,*=CC1CC(C=*)C(C(=O)Nc2sc3c(c2C(=O)NCc2ccco2)CCC3)C1C(=O)O,O=C(NCc1ccco1)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)O)sc2c1CCC2
ZINC000102342314,*=CC1CC(C=*)C(C(=O)Nc2sc(C)c(CC)c2C(=O)NCc2cccnc2)C1C(=O)O,CCc1c(C)sc(NC(=O)C2C3C=CC(C3)C2C(=O)O)c1C(=O)NCc1cccnc1
ZINC000102343280,*=CC1CC(C=*)C(C(=O)Nc2sccc2C(=O)Nc2sccc2C(=O)OC)C1C(=O)O,COC(=O)c1ccsc1NC(=O)c1ccsc1NC(=O)C1C2C=CC(C2)C1C(=O)O
ZINC000102871683,*=CC1OC2(C=*)CN(c3ccc(Cl)cc3)C(=O)C2C1C(=O)Nc1ccc2c(c1)OCCO2,O=C(Nc1ccc2c(c1)OCCO2)C1C2C=CC3(CN(c4ccc(Cl)cc4)C(=O)C13)O2
ZINC000104378053,*=CC1CC(CNC(=O)c2cn(CCCc3ccccc3)cc(C(=O)NC)c2=O)C(C=*)C12CC2,CNC(=O)c1cn(CCCc2ccccc2)cc(C(=O)NCC2CC3C=CC2C32CC2)c1=O
ZINC000104380882,*=CC1CC(CNC(=O)c2cn(Cc3ccccc3)cc(C(=O)NC3CC3)c2=O)C(C=*)C12CC2,O=C(NCC1CC2C=CC1C21CC1)c1cn(Cc2ccccc2)cc(C(=O)NC2CC2)c1=O
ZINC000104497557,*=CC1CC(CNC(=O)c2cn(Cc3ccco3)cc(C(=O)NCCCC)c2=O)C(C=*)C12CC2,CCCCNC(=O)c1cn(Cc2ccco2)cc(C(=O)NCC2CC3C=CC2C32CC2)c1=O
ZINC000253400974,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CCC(=O)NCCn1ccc2ccccc21,COc1cc2c(cc1OC)CC(=O)N(CCC(=O)NCCn1ccc3ccccc31)C=C2
ZINC000253408576,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CCC(=O)Nc1nnc(CC(C)C)s1,COc1cc2c(cc1OC)CC(=O)N(CCC(=O)Nc1nnc(CC(C)C)s1)C=C2
ZINC000253412184,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CCC(=O)Nc1ccc2c(c1)OCCCO2,COc1cc2c(cc1OC)CC(=O)N(CCC(=O)Nc1ccc3c(c1)OCCCO3)C=C2
ZINC000299780891,*=Cc1ccccc1C1(C=*)CCN(C(=O)CC2(c3ccccc3F)CC(=O)N(C)C2=O)CC1,CN1C(=O)CC(CC(=O)N2CCC3(C=Cc4ccccc43)CC2)(c2ccccc2F)C1=O
ZINC000524731168,*=CC1CC(C=*)C(CNC(=O)CC(c2ccc(O)c(OC)c2)c2oc(C)cc(=O)c2O)C1,COc1cc(C(CC(=O)NCC2CC3C=CC2C3)c2oc(C)cc(=O)c2O)ccc1O
ZINC000524735464,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CCC(=O)NCCSc1ccccc1,COc1cc2c(cc1OC)CC(=O)N(CCC(=O)NCCSc1ccccc1)C=C2
ZINC000524735720,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CCC(=O)NCCCc1nc2ccccc2[nH]1,COc1cc2c(cc1OC)CC(=O)N(CCC(=O)NCCCc1nc3ccccc3[nH]1)C=C2
ZINC000524735736,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CCC(=O)N1CCOC(c2ccccc2)C1,COc1cc2c(cc1OC)CC(=O)N(CCC(=O)N1CCOC(c3ccccc3)C1)C=C2
ZINC000888090646,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CCC(=O)NCCOc1ccc(Cl)cc1,COc1cc2c(cc1OC)CC(=O)N(CCC(=O)NCCOc1ccc(Cl)cc1)C=C2
ZINC000008386357,*=CCCC12C(C(=O)OC)C(=O)C(C(=O)OC)C1(CCC=*)C(C(=O)OC)C(=O)C2C(=O)OC,COC(=O)C1C(=O)C(C(=O)OC)C23CCC=CCCC12C(C(=O)OC)C(=O)C3C(=O)OC
ZINC000096231347,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)NCCn1c(=O)c(=O)[nH]c2ccccc21,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCCn1c(=O)c(=O)[nH]c3ccccc31)C=C2
ZINC000334159392,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CC(=O)N=c1cc(C)[nH]n1C1CCS(=O)(=O)C1,COc1cc2c(cc1OC)CC(=O)N(CC(=O)N=c1cc(C)[nH]n1C1CCS(=O)(=O)C1)C=C2
ZINC000001995045,*=CCC1C(C=*)c2cccc(I)c2NC1c1cccc(Cl)c1Cl,Clc1cccc(C2Nc3c(I)cccc3C3C=CCC32)c1Cl
ZINC000006136514,*=CCC1C(C=*)c2cc(I)ccc2NC1c1cc(OC)ccc1OC,COc1ccc(OC)c(C2Nc3ccc(I)cc3C3C=CCC32)c1
ZINC000008442968,*=CCC1C(C=*)c2cc(C(=O)O)cc(Br)c2NC1c1cccc(Br)c1,O=C(O)c1cc(Br)c2c(c1)C1C=CCC1C(c1cccc(Br)c1)N2
ZINC000008454191,*=CCC1C(C=*)c2cc(C(=O)O)cc(Cl)c2NC1c1ccc(OCc2ccccc2)cc1,O=C(O)c1cc(Cl)c2c(c1)C1C=CCC1C(c1ccc(OCc3ccccc3)cc1)N2
ZINC000008606729,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc(C)c3)ccc2NC1c1ccc(F)cc1,Cc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(F)cc2)N3)c1
ZINC000008624009,*=CC(CC(C=*)c1c(C)nn(-c2ccc(C)c(Cl)c2)c1C)NCc1ccc(N(C)C)cc1,Cc1ccc(-n2nc(C)c(C3C=CC(NCc4ccc(N(C)C)cc4)C3)c2C)cc1Cl
ZINC000013639384,*=CCC1C(C=*)c2cc(C(=O)N(CC)CC)ccc2NC1c1ccc(Br)cc1,CCN(CC)C(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(Br)cc1)N2
ZINC000013639425,*=CCC1C(C=*)c2cc(C(=O)NCCCOC)ccc2NC1c1ccc(Br)cc1,COCCCNC(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(Br)cc1)N2
ZINC000014165814,*=CCC1C(C=*)c2cc(I)ccc2NC1c1ccc(Cl)c(Cl)c1,Clc1ccc(C2Nc3ccc(I)cc3C3C=CCC32)cc1Cl
ZINC000014165829,*=CCC1C(C=*)c2cc(I)ccc2NC1c1ccc2c3c(cccc13)CC2,Ic1ccc2c(c1)C1C=CCC1C(c1ccc3c4c(cccc14)CC3)N2
ZINC000014458246,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C)c(C)c3)ccc2NC1c1ccc(C)cc1,Cc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(C)c(C)c4)cc3C3C=CCC32)cc1
ZINC000014458422,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)cc(C)c3)ccc2NC1c1ccc(C)cc1,Cc1ccc(C2Nc3ccc(S(=O)(=O)Nc4cc(C)cc(C)c4)cc3C3C=CCC32)cc1
ZINC000014458518,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3c(C)cccc3C)ccc2NC1c1ccc(C)cc1,Cc1ccc(C2Nc3ccc(S(=O)(=O)Nc4c(C)cccc4C)cc3C3C=CCC32)cc1
ZINC000014469614,*=CCC1C(C=*)c2cc(C(=O)OCC)ccc2NC1c1ccc(OCc2ccccc2)cc1,CCOC(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(OCc3ccccc3)cc1)N2
ZINC000014476901,*=CCC1C(C=*)c2cc(I)ccc2NC1c1cccc(Cl)c1Cl,Clc1cccc(C2Nc3ccc(I)cc3C3C=CCC32)c1Cl
ZINC000014479764,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1c1cccc(C)c1,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cccc(C)c2)N3)cc1
ZINC000014479783,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C)c(C)c3)ccc2NC1c1cccc(C)c1,Cc1cccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(C)c(C)c4)cc3C3C=CCC32)c1
